model,dataset,frequency,term,horizon_steps,MASE,scaled_MASE,inference_seconds,domain,reference_loss,reference_scaled_MASE,reference_inference_seconds,loss_ratio_to_reference,paired_improvement_percent
chronos2,Australia_Solar,H,long,168,1.2377370993742693,0.9697973744868564,0.2268502078950405,Climate,1.2762842341465261,1.0,0.36489084642380476,0.9697973744868564,3.0202625513143566
chronos2,Australia_Solar,H,medium,72,1.2043388950246037,0.8861983551885536,0.5033211298286915,Climate,1.3589947306642882,1.0,0.6641839258372784,0.8861983551885536,11.38016448114464
chronos2,Australia_Solar,H,short,24,1.0930296139173517,0.8847084203209842,1.5438700132071972,Climate,1.235468758758717,1.0,1.7007500659674406,0.8847084203209842,11.529157967901583
chronos2,Coastal_T_S,15T,long,288,1.3934309680427852,0.8744442617018597,0.4038394410163164,Climate,1.5935046166703226,1.0,0.7146508358418941,0.8744442617018597,12.555573829814026
chronos2,Coastal_T_S,15T,medium,96,1.2529514317793624,0.863100868964898,1.14304930716753,Climate,1.4516859811322,1.0,1.338175474666059,0.863100868964898,13.689913103510198
chronos2,Coastal_T_S,15T,short,12,1.1295659155326603,0.7800999590665647,8.948984460905194,Climate,1.447975868226236,1.0,7.751331891864538,0.7800999590665647,21.99000409334353
chronos2,Coastal_T_S,20T,long,216,1.6549054876483558,0.9004890505261754,0.07457410357892513,Climate,1.837785242009726,1.0,0.11135085113346577,0.9004890505261754,9.951094947382455
chronos2,Coastal_T_S,20T,medium,72,1.0186017399878884,0.7940637273176242,0.21913736499845982,Climate,1.2827707713444634,1.0,0.2132205916568637,0.7940637273176242,20.59362726823758
chronos2,Coastal_T_S,20T,short,9,0.45098831808800305,0.35281935614106075,1.6849110499024391,Climate,1.2782414293270614,1.0,1.2665154142305255,0.35281935614106075,64.71806438589392
chronos2,Coastal_T_S,5T,long,864,1.2500432484006763,0.8440398874754189,1.7782281544059515,Climate,1.4810239029575263,1.0,6.789144224487245,0.8440398874754189,15.596011252458108
chronos2,Coastal_T_S,5T,medium,288,1.022345884651824,0.8365715666786715,4.503146752715111,Climate,1.222066258731106,1.0,10.081392582505941,0.8365715666786715,16.34284333213285
chronos2,Coastal_T_S,5T,short,36,0.7891071376834801,0.6477605754656373,32.57311030291021,Climate,1.2182080348379292,1.0,47.6121036214754,0.6477605754656373,35.22394245343627
