domain,chronos2,seasonal_naive
Climate,0.7117094166699361,1.0
Cloud operations,0.5936503411347164,1.0
Economics,0.6588118358487529,1.0
Energy,0.6105618614768359,1.0
Finance,0.9051627212338736,1.0
Healthcare,0.6352502369244118,1.0
Industry,0.7096220147138648,1.0
Sales,0.4622954735472791,1.0
Transport,0.7435129872465153,1.0
Unclassified,0.6798500634014427,1.0
