domain,chronos2,seasonal_naive
Climate,26.7165059477627,0.0
Cloud operations,40.96200014311597,0.0
Economics,27.69375384523957,0.0
Energy,37.849234851023866,0.0
Finance,7.651234575853824,0.0
Healthcare,36.11808048934573,0.0
Industry,29.02021971375471,0.0
Sales,52.451341310184496,0.0
Transport,25.74642320228161,0.0
Unclassified,32.3112179727609,0.0
