frequency,horizon_steps,model,mean_loss,tasks,mean_loss_ratio,mean_paired_improvement_percent,relative_tasks
H,336,chronos2__experiment_config.instance_normalization-none,0.777413963459407,4,0.777413963459407,22.258603654059304,4
H,336,chronos2__experiment_config.instance_normalization-zscore,0.7774139833794043,4,0.7774139833794043,22.258601662059576,4
H,336,chronos_bolt__experiment_config.instance_normalization-none,0.8239085397106516,4,0.8239085397106516,17.609146028934838,4
H,336,chronos_bolt__experiment_config.instance_normalization-zscore,0.8239087449915795,4,0.8239087449915795,17.609125500842044,4
H,336,ts_icl__experiment_config.instance_normalization-none,0.7659505267675935,4,0.7659505267675935,23.40494732324065,4
H,336,ts_icl__experiment_config.instance_normalization-zscore,0.7659505553400202,4,0.7659505553400202,23.40494446599797,4
H,336,seasonal_naive,1.0,4,1.0,0.0,4
20T,216,chronos2__experiment_config.instance_normalization-none,0.7721222478188259,2,0.7721222478188259,22.787775218117407,2
20T,216,chronos2__experiment_config.instance_normalization-zscore,0.772122263033208,2,0.772122263033208,22.787773696679203,2
20T,216,chronos_bolt__experiment_config.instance_normalization-none,1.1608180573589917,2,1.1608180573589917,-16.08180573589918,2
20T,216,chronos_bolt__experiment_config.instance_normalization-zscore,1.160818228621766,2,1.160818228621766,-16.081822862176608,2
20T,216,ts_icl__experiment_config.instance_normalization-none,0.8953672002463795,2,0.8953672002463795,10.463279975362044,2
20T,216,ts_icl__experiment_config.instance_normalization-zscore,0.8953670376210401,2,0.8953670376210401,10.463296237895985,2
20T,216,seasonal_naive,1.0,2,1.0,0.0,2
20T,72,chronos2__experiment_config.instance_normalization-none,0.7442095172130145,2,0.7442095172130145,25.579048278698544,2
20T,72,chronos2__experiment_config.instance_normalization-zscore,0.744209460795773,2,0.744209460795773,25.579053920422695,2
20T,72,chronos_bolt__experiment_config.instance_normalization-none,1.2265863028615391,2,1.2265863028615391,-22.658630286153926,2
20T,72,chronos_bolt__experiment_config.instance_normalization-zscore,1.2265867731115063,2,1.2265867731115063,-22.658677311150633,2
20T,72,ts_icl__experiment_config.instance_normalization-none,0.8866658458506085,2,0.8866658458506085,11.333415414939157,2
20T,72,ts_icl__experiment_config.instance_normalization-zscore,0.8866659148534345,2,0.8866659148534345,11.333408514656552,2
20T,72,seasonal_naive,1.0,2,1.0,0.0,2
20T,9,chronos2__experiment_config.instance_normalization-none,0.4219034376988341,2,0.4219034376988341,57.80965623011659,2
20T,9,chronos2__experiment_config.instance_normalization-zscore,0.42190352755867144,2,0.42190352755867144,57.809647244132854,2
20T,9,chronos_bolt__experiment_config.instance_normalization-none,0.5255416243371611,2,0.5255416243371611,47.445837566283885,2
20T,9,chronos_bolt__experiment_config.instance_normalization-zscore,0.5255417173567833,2,0.5255417173567833,47.44582826432167,2
20T,9,ts_icl__experiment_config.instance_normalization-none,0.47769080094690014,2,0.47769080094690014,52.23091990530999,2
20T,9,ts_icl__experiment_config.instance_normalization-zscore,0.47769077851307573,2,0.47769077851307573,52.23092214869243,2
20T,9,seasonal_naive,1.0,2,1.0,0.0,2
5T,864,chronos2__experiment_config.instance_normalization-none,0.8116659487572302,2,0.8116659487572302,18.833405124276975,2
5T,864,chronos2__experiment_config.instance_normalization-zscore,0.811665994309108,2,0.811665994309108,18.8334005690892,2
5T,864,chronos_bolt__experiment_config.instance_normalization-none,0.949365062146156,2,0.949365062146156,5.063493785384393,2
5T,864,chronos_bolt__experiment_config.instance_normalization-zscore,0.9493288430370673,2,0.9493288430370673,5.067115696293268,2
5T,864,ts_icl__experiment_config.instance_normalization-none,0.9683296239324357,2,0.9683296239324357,3.167037606756434,2
5T,864,ts_icl__experiment_config.instance_normalization-zscore,0.9683291668593723,2,0.9683291668593723,3.1670833140627743,2
5T,864,seasonal_naive,1.0,2,1.0,0.0,2
5T,288,chronos2__experiment_config.instance_normalization-none,0.7207117242686504,6,0.7207117242686504,27.92882757313497,6
5T,288,chronos2__experiment_config.instance_normalization-zscore,0.7207117319571976,6,0.7207117319571976,27.928826804280234,6
5T,288,chronos_bolt__experiment_config.instance_normalization-none,0.8230513394053979,6,0.8230513394053979,17.694866059460214,6
5T,288,chronos_bolt__experiment_config.instance_normalization-zscore,0.8230513800820306,6,0.8230513800820306,17.69486199179695,6
5T,288,ts_icl__experiment_config.instance_normalization-none,0.7605230773738191,6,0.7605230773738191,23.947692262618094,6
5T,288,ts_icl__experiment_config.instance_normalization-zscore,0.7605230317151971,6,0.7605230317151971,23.947696828480293,6
5T,288,seasonal_naive,1.0,6,1.0,0.0,6
5T,36,chronos2__experiment_config.instance_normalization-none,0.527644449562621,2,0.527644449562621,47.23555504373789,2
5T,36,chronos2__experiment_config.instance_normalization-zscore,0.527644415568178,2,0.527644415568178,47.2355584431822,2
5T,36,chronos_bolt__experiment_config.instance_normalization-none,0.5727416403139851,2,0.5727416403139851,42.72583596860149,2
5T,36,chronos_bolt__experiment_config.instance_normalization-zscore,0.5727416153624569,2,0.5727416153624569,42.725838463754314,2
5T,36,ts_icl__experiment_config.instance_normalization-none,0.5564243491076305,2,0.5564243491076305,44.35756508923695,2
5T,36,ts_icl__experiment_config.instance_normalization-zscore,0.5564243199301864,2,0.5564243199301864,44.35756800698136,2
5T,36,seasonal_naive,1.0,2,1.0,0.0,2
D,30,chronos2__experiment_config.instance_normalization-none,0.6300872643985004,6,0.6300872643985004,36.991273560149956,6
D,30,chronos2__experiment_config.instance_normalization-zscore,0.6300872554403893,6,0.6300872554403893,36.99127445596107,6
D,30,chronos_bolt__experiment_config.instance_normalization-none,0.6679821129724224,6,0.6679821129724224,33.20178870275776,6
D,30,chronos_bolt__experiment_config.instance_normalization-zscore,0.6679820959378633,6,0.6679820959378633,33.20179040621369,6
D,30,ts_icl__experiment_config.instance_normalization-none,0.6528331160293237,6,0.6528331160293237,34.71668839706764,6
D,30,ts_icl__experiment_config.instance_normalization-zscore,0.652833067213553,6,0.652833067213553,34.71669327864469,6
D,30,seasonal_naive,1.0,6,1.0,0.0,6
W,13,chronos2__experiment_config.instance_normalization-none,0.8840525480038582,4,0.8840525480038582,11.594745199614177,4
W,13,chronos2__experiment_config.instance_normalization-zscore,0.8840527238214394,4,0.8840527238214394,11.594727617856064,4
W,13,chronos_bolt__experiment_config.instance_normalization-none,0.9723919836331767,4,0.9723919836331767,2.7608016366823263,4
W,13,chronos_bolt__experiment_config.instance_normalization-zscore,0.9723920514512012,4,0.9723920514512012,2.760794854879876,4
W,13,ts_icl__experiment_config.instance_normalization-none,0.9400682648949572,4,0.9400682648949572,5.993173510504285,4
W,13,ts_icl__experiment_config.instance_normalization-zscore,0.9400684805972659,4,0.9400684805972659,5.9931519402734,4
W,13,seasonal_naive,1.0,4,1.0,0.0,4
15T,672,chronos2__experiment_config.instance_normalization-none,0.6647007713072783,3,0.6647007713072783,33.52992286927216,3
15T,672,chronos2__experiment_config.instance_normalization-zscore,0.6647007765783916,3,0.6647007765783916,33.52992234216084,3
15T,672,chronos_bolt__experiment_config.instance_normalization-none,0.7401122251149009,3,0.7401122251149009,25.988777488509907,3
15T,672,chronos_bolt__experiment_config.instance_normalization-zscore,0.740112185519343,3,0.740112185519343,25.988781448065698,3
15T,672,ts_icl__experiment_config.instance_normalization-none,0.6894293774146063,3,0.6894293774146063,31.05706225853937,3
15T,672,ts_icl__experiment_config.instance_normalization-zscore,0.6894293734935997,3,0.6894293734935997,31.057062650640034,3
15T,672,seasonal_naive,1.0,3,1.0,0.0,3
15T,24,chronos2__experiment_config.instance_normalization-none,0.5939734485800114,1,0.5939734485800114,40.60265514199885,1
15T,24,chronos2__experiment_config.instance_normalization-zscore,0.5939734535339684,1,0.5939734535339684,40.60265464660316,1
15T,24,chronos_bolt__experiment_config.instance_normalization-none,0.6259215540866543,1,0.6259215540866543,37.40784459133457,1
15T,24,chronos_bolt__experiment_config.instance_normalization-zscore,0.6259215507245641,1,0.6259215507245641,37.407844927543586,1
15T,24,ts_icl__experiment_config.instance_normalization-none,0.6139433431511792,1,0.6139433431511792,38.605665684882084,1
15T,24,ts_icl__experiment_config.instance_normalization-zscore,0.6139433536248216,1,0.6139433536248216,38.60566463751785,1
15T,24,seasonal_naive,1.0,1,1.0,0.0,1
15T,16,chronos2__experiment_config.instance_normalization-none,0.48921636195043955,3,0.48921636195043955,51.07836380495604,3
15T,16,chronos2__experiment_config.instance_normalization-zscore,0.48921637347471325,3,0.48921637347471325,51.078362652528675,3
15T,16,chronos_bolt__experiment_config.instance_normalization-none,0.539803171867679,3,0.539803171867679,46.0196828132321,3
15T,16,chronos_bolt__experiment_config.instance_normalization-zscore,0.539803246938363,3,0.539803246938363,46.01967530616371,3
15T,16,ts_icl__experiment_config.instance_normalization-none,0.536088600812544,3,0.536088600812544,46.391139918745615,3
15T,16,ts_icl__experiment_config.instance_normalization-zscore,0.5360886186498296,3,0.5360886186498296,46.39113813501704,3
15T,16,seasonal_naive,1.0,3,1.0,0.0,3
Q,4,chronos2__experiment_config.instance_normalization-none,0.7555140016201294,2,0.7555140016201294,24.44859983798706,2
Q,4,chronos2__experiment_config.instance_normalization-zscore,0.7555139901228083,2,0.7555139901228083,24.448600987719175,2
Q,4,chronos_bolt__experiment_config.instance_normalization-none,0.8130077449545734,2,0.8130077449545734,18.699225504542653,2
Q,4,chronos_bolt__experiment_config.instance_normalization-zscore,0.813007737913334,2,0.813007737913334,18.699226208666595,2
Q,4,ts_icl__experiment_config.instance_normalization-none,0.790317330992353,2,0.790317330992353,20.968266900764693,2
Q,4,ts_icl__experiment_config.instance_normalization-zscore,0.7903173312088135,2,0.7903173312088135,20.968266879118644,2
Q,4,seasonal_naive,1.0,2,1.0,0.0,2
5T,576,chronos2__experiment_config.instance_normalization-none,0.7697031603954076,1,0.7697031603954076,23.029683960459234,1
5T,576,chronos2__experiment_config.instance_normalization-zscore,0.7697031577251601,1,0.7697031577251601,23.029684227483994,1
5T,576,chronos_bolt__experiment_config.instance_normalization-none,0.7998692663311054,1,0.7998692663311054,20.013073366889454,1
5T,576,chronos_bolt__experiment_config.instance_normalization-zscore,0.7998692949346223,1,0.7998692949346223,20.013070506537765,1
5T,576,ts_icl__experiment_config.instance_normalization-none,0.803482866338668,1,0.803482866338668,19.651713366133205,1
5T,576,ts_icl__experiment_config.instance_normalization-zscore,0.8034828727919799,1,0.8034828727919799,19.651712720802006,1
5T,576,seasonal_naive,1.0,1,1.0,0.0,1
5T,48,chronos2__experiment_config.instance_normalization-none,0.6474963957890683,2,0.6474963957890683,35.25036042109318,2
5T,48,chronos2__experiment_config.instance_normalization-zscore,0.6474963999407826,2,0.6474963999407826,35.25036000592174,2
5T,48,chronos_bolt__experiment_config.instance_normalization-none,0.7194031238132266,2,0.7194031238132266,28.059687618677344,2
5T,48,chronos_bolt__experiment_config.instance_normalization-zscore,0.7194031280711358,2,0.7194031280711358,28.059687192886418,2
5T,48,ts_icl__experiment_config.instance_normalization-none,0.6810299350180893,2,0.6810299350180893,31.897006498191075,2
5T,48,ts_icl__experiment_config.instance_normalization-zscore,0.681029930420745,2,0.681029930420745,31.89700695792549,2
5T,48,seasonal_naive,1.0,2,1.0,0.0,2
B,20,chronos2__experiment_config.instance_normalization-none,0.8570818292790987,2,0.8570818292790987,14.291817072090137,2
B,20,chronos2__experiment_config.instance_normalization-zscore,0.8570818227580329,2,0.8570818227580329,14.291817724196708,2
B,20,chronos_bolt__experiment_config.instance_normalization-none,0.9042376548748312,2,0.9042376548748312,9.576234512516873,2
B,20,chronos_bolt__experiment_config.instance_normalization-zscore,0.9042376512821627,2,0.9042376512821627,9.57623487178373,2
B,20,ts_icl__experiment_config.instance_normalization-none,0.8668536470492652,2,0.8668536470492652,13.314635295073485,2
B,20,ts_icl__experiment_config.instance_normalization-zscore,0.8668536665439731,2,0.8668536665439731,13.314633345602688,2
B,20,seasonal_naive,1.0,2,1.0,0.0,2
5T,96,chronos2__experiment_config.instance_normalization-none,0.5676356985687455,1,0.5676356985687455,43.236430143125446,1
5T,96,chronos2__experiment_config.instance_normalization-zscore,0.567635697410459,1,0.567635697410459,43.236430258954094,1
5T,96,chronos_bolt__experiment_config.instance_normalization-none,0.7018520607236205,1,0.7018520607236205,29.81479392763795,1
5T,96,chronos_bolt__experiment_config.instance_normalization-zscore,0.7018520511604238,1,0.7018520511604238,29.814794883957617,1
5T,96,ts_icl__experiment_config.instance_normalization-none,0.630973897474497,1,0.630973897474497,36.9026102525503,1
5T,96,ts_icl__experiment_config.instance_normalization-zscore,0.63097389438137,1,0.63097389438137,36.902610561863,1
5T,96,seasonal_naive,1.0,1,1.0,0.0,1
5T,24,chronos2__experiment_config.instance_normalization-none,0.3744558321278641,1,0.3744558321278641,62.55441678721358,1
5T,24,chronos2__experiment_config.instance_normalization-zscore,0.37445582539317157,1,0.37445582539317157,62.55441746068284,1
5T,24,chronos_bolt__experiment_config.instance_normalization-none,0.4495358442050191,1,0.4495358442050191,55.046415579498095,1
5T,24,chronos_bolt__experiment_config.instance_normalization-zscore,0.449535833834178,1,0.449535833834178,55.046416616582206,1
5T,24,ts_icl__experiment_config.instance_normalization-none,0.4151639014877761,1,0.4151639014877761,58.48360985122238,1
5T,24,ts_icl__experiment_config.instance_normalization-zscore,0.4151638995371261,1,0.4151638995371261,58.483610046287396,1
5T,24,seasonal_naive,1.0,1,1.0,0.0,1
D,14,chronos2__experiment_config.instance_normalization-none,0.757408476991288,1,0.757408476991288,24.2591523008712,1
D,14,chronos2__experiment_config.instance_normalization-zscore,0.757408486500297,1,0.757408486500297,24.2591513499703,1
D,14,chronos_bolt__experiment_config.instance_normalization-none,0.7827356577297115,1,0.7827356577297115,21.726434227028847,1
D,14,chronos_bolt__experiment_config.instance_normalization-zscore,0.782735651447133,1,0.782735651447133,21.7264348552867,1
D,14,ts_icl__experiment_config.instance_normalization-none,0.7631479753017452,1,0.7631479753017452,23.685202469825484,1
D,14,ts_icl__experiment_config.instance_normalization-zscore,0.7631479664894614,1,0.7631479664894614,23.685203351053865,1
D,14,seasonal_naive,1.0,1,1.0,0.0,1
D,7,chronos2__experiment_config.instance_normalization-none,0.7524136034517775,1,0.7524136034517775,24.758639654822247,1
D,7,chronos2__experiment_config.instance_normalization-zscore,0.7524136162754685,1,0.7524136162754685,24.758638372453145,1
D,7,chronos_bolt__experiment_config.instance_normalization-none,0.7726573878723118,1,0.7726573878723118,22.734261212768825,1
D,7,chronos_bolt__experiment_config.instance_normalization-zscore,0.7726573892481093,1,0.7726573892481093,22.734261075189067,1
D,7,ts_icl__experiment_config.instance_normalization-none,0.7590073951091556,1,0.7590073951091556,24.09926048908444,1
D,7,ts_icl__experiment_config.instance_normalization-zscore,0.7590073911640096,1,0.7590073911640096,24.099260883599037,1
D,7,seasonal_naive,1.0,1,1.0,0.0,1
D,3,chronos2__experiment_config.instance_normalization-none,0.7968924694631168,1,0.7968924694631168,20.310753053688323,1
D,3,chronos2__experiment_config.instance_normalization-zscore,0.7968924684881439,1,0.7968924684881439,20.31075315118561,1
D,3,chronos_bolt__experiment_config.instance_normalization-none,0.8143449796422634,1,0.8143449796422634,18.56550203577366,1
D,3,chronos_bolt__experiment_config.instance_normalization-zscore,0.8143449763290546,1,0.8143449763290546,18.565502367094545,1
D,3,ts_icl__experiment_config.instance_normalization-none,0.7987369394624099,1,0.7987369394624099,20.126306053759013,1
D,3,ts_icl__experiment_config.instance_normalization-zscore,0.7987369323898063,1,0.7987369323898063,20.126306761019375,1
D,3,seasonal_naive,1.0,1,1.0,0.0,1
M,6,chronos2__experiment_config.instance_normalization-none,0.3595686470735416,1,0.3595686470735416,64.04313529264584,1
M,6,chronos2__experiment_config.instance_normalization-zscore,0.35956864192900034,1,0.35956864192900034,64.04313580709997,1
M,6,chronos_bolt__experiment_config.instance_normalization-none,0.4284923211183383,1,0.4284923211183383,57.15076788816618,1
M,6,chronos_bolt__experiment_config.instance_normalization-zscore,0.4284923117891636,1,0.4284923117891636,57.150768821083645,1
M,6,ts_icl__experiment_config.instance_normalization-none,0.35778326875674127,1,0.35778326875674127,64.22167312432587,1
M,6,ts_icl__experiment_config.instance_normalization-zscore,0.3577834560350979,1,0.3577834560350979,64.22165439649021,1
M,6,seasonal_naive,1.0,1,1.0,0.0,1
10T,432,chronos2__experiment_config.instance_normalization-none,0.6481012388791804,1,0.6481012388791804,35.18987611208196,1
10T,432,chronos2__experiment_config.instance_normalization-zscore,0.6481013480875556,1,0.6481013480875556,35.189865191244444,1
10T,432,chronos_bolt__experiment_config.instance_normalization-none,0.9579246305286601,1,0.9579246305286601,4.207536947133994,1
10T,432,chronos_bolt__experiment_config.instance_normalization-zscore,0.9579242197017964,1,0.9579242197017964,4.207578029820358,1
10T,432,ts_icl__experiment_config.instance_normalization-none,0.7387721202427384,1,0.7387721202427384,26.12278797572616,1
10T,432,ts_icl__experiment_config.instance_normalization-zscore,0.7387721970960118,1,0.7387721970960118,26.12278029039882,1
10T,432,seasonal_naive,1.0,1,1.0,0.0,1
10T,144,chronos2__experiment_config.instance_normalization-none,0.650473103577329,1,0.650473103577329,34.952689642267096,1
10T,144,chronos2__experiment_config.instance_normalization-zscore,0.6504731665498543,1,0.6504731665498543,34.95268334501457,1
10T,144,chronos_bolt__experiment_config.instance_normalization-none,0.9608067753499822,1,0.9608067753499822,3.9193224650017844,1
10T,144,chronos_bolt__experiment_config.instance_normalization-zscore,0.9608064740386596,1,0.9608064740386596,3.9193525961340403,1
10T,144,ts_icl__experiment_config.instance_normalization-none,0.7407707649203622,1,0.7407707649203622,25.92292350796378,1
10T,144,ts_icl__experiment_config.instance_normalization-zscore,0.7407708164282482,1,0.7407708164282482,25.922918357175185,1
10T,144,seasonal_naive,1.0,1,1.0,0.0,1
10T,18,chronos2__experiment_config.instance_normalization-none,0.4982241238609957,1,0.4982241238609957,50.17758761390043,1
10T,18,chronos2__experiment_config.instance_normalization-zscore,0.49822415553700966,1,0.49822415553700966,50.17758444629903,1
10T,18,chronos_bolt__experiment_config.instance_normalization-none,0.6174763561582273,1,0.6174763561582273,38.25236438417727,1
10T,18,chronos_bolt__experiment_config.instance_normalization-zscore,0.6174763488824832,1,0.6174763488824832,38.252365111751686,1
10T,18,ts_icl__experiment_config.instance_normalization-none,0.5615680496491282,1,0.5615680496491282,43.84319503508718,1
10T,18,ts_icl__experiment_config.instance_normalization-zscore,0.5615679121176165,1,0.5615679121176165,43.84320878823835,1
10T,18,seasonal_naive,1.0,1,1.0,0.0,1
