launch_id,model,base_model,target_modes,state,exit_code,scaled_MASE,inference_seconds,datasets,tasks,timed_tasks,MASE_finite_values,MASE_evaluation_values,MASE_total_values
selena_instance_normalization_20260921T103653Z_18902,chronos2__experiment_config.instance_normalization-none,chronos2,"multivariate,univariate",completed,0,0.6854886145419167,434.594010906294,50,98,98,111071,111071,111177
selena_instance_normalization_20260921T103653Z_18902,chronos2__experiment_config.instance_normalization-zscore,chronos2,"multivariate,univariate",completed,0,0.6854886291062854,431.70691291615367,50,98,98,111071,111071,111177
selena_instance_normalization_20260921T103653Z_18902,ts_icl__experiment_config.instance_normalization-zscore,ts_icl,univariate,completed,0,0.7183939722635276,2686.795675659552,50,98,98,111071,111071,111177
selena_instance_normalization_20260921T103653Z_18902,ts_icl__experiment_config.instance_normalization-none,ts_icl,univariate,completed,0,0.7183939833143376,2681.1029870943166,50,98,98,111071,111071,111177
selena_instance_normalization_20260921T103653Z_18902,chronos_bolt__experiment_config.instance_normalization-zscore,chronos_bolt,univariate,completed,0,0.7595584648885775,1001.5771563155577,50,98,98,111071,111071,111177
selena_instance_normalization_20260921T103653Z_18902,chronos_bolt__experiment_config.instance_normalization-none,chronos_bolt,univariate,completed,0,0.7595590358327292,945.5971262510866,50,98,98,111071,111071,111177
