model,dataset,frequency,term,horizon_steps,MASE,scaled_MASE,MASE_std,MASE_variance,seasonal_MASE_variance,inference_seconds,domain,reference_loss,reference_scaled_MASE,reference_inference_seconds,loss_ratio_to_reference,paired_improvement_percent
chronos2,Australia_Solar,H,long,168,1.2018281744488242,0.9416618510942494,0.5483988722703761,0.3007413231074203,0.42093784470046247,0.6659865155816078,Climate,1.2762842341465261,1.0,0.36489084642380476,0.9416618510942494,5.833814890575062
chronos2,Australia_Solar,H,medium,72,1.1800124087404333,0.8682980015409134,0.6348134043692804,0.4029880583669154,0.6875907422688505,1.4999788347631693,Climate,1.3589947306642882,1.0,0.6641839258372784,0.8682980015409134,13.170199845908659
chronos2,Australia_Solar,H,short,24,1.0801986078696775,0.8743228836923077,0.8109681252155431,0.6576693001156128,0.9323109223171446,4.5212314538657665,Climate,1.235468758758717,1.0,1.7007500659674406,0.8743228836923077,12.56771163076923
chronos2,Coastal_T_S,15T,long,288,1.3875581082571342,0.8707587626300575,1.0881091552769522,1.1839815337975224,1.3306993853637727,1.107451742514968,Climate,1.5935046166703226,1.0,0.7146508358418941,0.8707587626300575,12.924123736994254
chronos2,Coastal_T_S,15T,medium,96,1.2499044805484731,0.8610019637812075,1.0713332255494274,1.1477548801661406,1.2834579947320974,3.258535273373127,Climate,1.4516859811322,1.0,1.338175474666059,0.8610019637812075,13.899803621879247
chronos2,Coastal_T_S,15T,short,12,1.1305421777613458,0.7807741845492597,1.1399986299472444,1.2995968762815941,1.6108624064484944,25.83088643476367,Climate,1.447975868226236,1.0,7.751331891864538,0.7807741845492597,21.922581545074028
chronos2,Coastal_T_S,20T,long,216,1.40107906844124,0.7623736639157456,1.038263927651224,1.077991983461746,1.7356310305571765,0.21033758856356144,Climate,1.837785242009726,1.0,0.11135085113346577,0.7623736639157456,23.762633608425443
chronos2,Coastal_T_S,20T,medium,72,0.9893873397286916,0.7712892761749798,0.6390492240326846,0.4083839107367763,0.8089647179022766,0.608151413500309,Climate,1.2827707713444634,1.0,0.2132205916568637,0.7712892761749798,22.87107238250202
chronos2,Coastal_T_S,20T,short,9,0.4837239164322052,0.37842922732277956,0.40475142789098073,0.1638237183797878,1.391596656960766,4.771547915413976,Climate,1.2782414293270614,1.0,1.2665154142305255,0.37842922732277956,62.15707726772204
chronos2,Coastal_T_S,5T,long,864,1.2523820244662438,0.8456190490682177,1.0629670501697073,1.1298989497464889,1.8076699969987622,4.561109384521842,Climate,1.4810239029575263,1.0,6.789144224487245,0.8456190490682177,15.438095093178228
chronos2,Coastal_T_S,5T,medium,288,1.0308772524981114,0.8435526675685248,1.0289278434459532,1.0586925070183402,1.3691485194510418,12.306445825845003,Climate,1.222066258731106,1.0,10.081392582505941,0.8435526675685248,15.644733243147524
chronos2,Coastal_T_S,5T,short,36,0.7896222578771841,0.648183426225912,0.9763084522031072,0.953178193843227,1.685129568284737,93.53529674559832,Climate,1.2182080348379292,1.0,47.6121036214754,0.648183426225912,35.181657377408804
chronos2,Coastal_T_S,H,long,336,2.2993972623411953,0.868741375285576,3.2708662065712644,10.698565741289894,9.314770885075767,1.781013399362564,Climate,2.646814492501095,1.0,1.3289766171947122,0.868741375285576,13.125862471442396
chronos2,Coastal_T_S,H,medium,168,1.6186087612668207,0.7876444256301238,1.5734964041358446,2.4758909338284334,3.0797064254343613,3.0462305415421724,Climate,2.05499932278695,1.0,1.804201859049499,0.7876444256301238,21.23555743698762
chronos2,Coastal_T_S,H,short,24,0.9170107993064466,0.7610453190755468,1.5165902470335015,2.3000459773971373,2.6970812724109106,19.035508250817657,Climate,1.204935864293014,1.0,7.276267562992871,0.7610453190755468,23.895468092445316
chronos2,Crypto,D,short,30,6.229414519044989,1.00970006876443,5.260729144934081,27.675271136358866,27.688250742146593,0.24596727080643177,Finance,6.169569272851417,1.0,0.13141694758087397,1.00970006876443,-0.970006876442997
chronos2,EWELD_Load,15T,long,672,0.783903940462814,0.8055834442084471,0.47771273158531014,0.22820945391869857,0.237943187485963,1.0261793993413448,Energy,0.9730884442803625,1.0,0.3245005141943693,0.8055834442084471,19.44165557915529
chronos2,EWELD_Load,15T,medium,96,0.6517499058194366,0.7156200914220604,0.38871612452122145,0.15110022546279772,0.24043824963022473,6.907980304211378,Energy,0.9107484734313388,1.0,0.8178674932569265,0.7156200914220604,28.43799085779396
chronos2,EWELD_Load,15T,short,24,0.5410549753460259,0.5939734483864587,0.47205005216901147,0.22283125175276647,0.6284262662910528,27.61400037072599,Energy,0.9109076791493171,1.0,2.7549216523766518,0.5939734483864587,40.60265516135413
chronos2,Global_Influenza,W,short,13,2.687638982050807,0.6352502369244118,3.4594219318997856,11.967600102909245,30.38882579215142,0.24679360911250114,Healthcare,4.230835072275004,1.0,0.980701144784689,0.6352502369244118,36.47497630755881
chronos2,Global_Price,Q,short,4,1.427177699241114,0.7670994292248641,1.5014578160032273,2.254375573237181,3.4498076767502495,2.3210182078182697,Economics,1.8604859355497676,1.0,1.0117378337308764,0.7670994292248641,23.290057077513595
chronos2,Housing_Inventory,M,short,12,0.5298323474074871,0.7746000796165943,0.2927895211417591,0.08572570369042061,0.15831152058175027,0.017126984894275665,Economics,0.6840076077319015,1.0,0.04277162812650204,0.7746000796165943,22.53999203834057
chronos2,JOLTS,M,short,12,0.904207826146026,0.5364326189535265,0.8184560366215194,0.6698702838822059,0.8877843622848538,0.04568846337497234,Economics,1.68559441428069,1.0,0.12435972783714533,0.5364326189535265,46.356738104647356
chronos2,Job_Claims,W,short,13,3.1438350009057947,1.1552232756202152,1.4576168962194878,2.124647016144533,1.8094438105119042,0.019501397386193275,Economics,2.721408984092651,1.0,0.03477336373180151,1.1552232756202152,-15.52232756202152
chronos2,MetroPT-3,5T,long,576,0.6686335791603075,0.7697031713678401,0.10726379274075512,0.011505521233131671,0.022228105801810265,0.5403264332562685,Transport,0.8686901704875118,1.0,0.25579052697867155,0.7697031713678401,23.029682863215996
chronos2,MetroPT-3,5T,medium,288,0.6510332163085235,0.7627195001255404,0.11963010147763938,0.014311361179550295,0.019695959012921885,1.0614042431116104,Transport,0.8535683382965379,1.0,0.3266339413821697,0.7627195001255404,23.728049987445964
chronos2,MetroPT-3,5T,short,48,0.6120071773833843,0.7013424420454782,0.19064442686278585,0.036345297493840106,0.07601067700804957,6.182057186961174,Transport,0.8726224746907574,1.0,1.0416007470339537,0.7013424420454782,29.865755795452177
chronos2,NE_China_Wind,H,long,168,1.2035646196150274,0.9042069560909737,0.7800304341532145,0.6084474782052522,0.6787319478156216,0.284289363771677,Climate,1.3310720643183538,1.0,0.10292179975658655,0.9042069560909737,9.579304390902632
chronos2,NE_China_Wind,H,medium,72,0.8915087564825196,0.8160283686334024,0.5893853565837394,0.34737509855534154,0.5857512612541707,0.7086655795574188,Climate,1.092497259593467,1.0,0.18750894628465176,0.8160283686334024,18.397163136659756
chronos2,NE_China_Wind,H,short,24,0.49645281792425805,0.5965490694431159,0.35813801373426946,0.12826283688152776,0.39953287968674783,2.218210941180587,Climate,0.8322078490336116,1.0,0.45941207837313414,0.5965490694431159,40.34509305568841
chronos2,Oil_Price,B,short,20,1.3434110105495953,0.8669019003793955,0.9660516964665931,0.9332558802459824,1.308977194348269,14.363553615286946,Finance,1.5496690109476723,1.0,12.918505388312042,0.8669019003793955,13.309809962060449
chronos2,OpenElectricity_NEM,5T,long,288,0.7277800631817501,0.7117830680774742,0.3874881948053621,0.15014710111351826,0.21617743752963614,7.165496187284589,Energy,1.0224745372877215,1.0,1.473781293258071,0.7117830680774742,28.821693192252585
chronos2,OpenElectricity_NEM,5T,medium,96,0.5801664831742741,0.5676356999307661,0.3953467967579088,0.15629908970673925,0.5621339027558641,20.835681226104498,Energy,1.0220753966761364,1.0,2.961383949033916,0.5676356999307661,43.236430006923385
chronos2,OpenElectricity_NEM,5T,short,24,0.3825696629333263,0.3744558270637341,0.39705874660678997,0.15765564825695505,0.8538266760641295,82.93521692603827,Energy,1.021668339182264,1.0,9.567372966557741,0.3744558270637341,62.554417293626585
chronos2,Port_Activity,D,short,30,0.6587580456102443,0.6907909447743601,0.2305505021735111,0.05315353405245815,0.36546784286960077,6.184440802782774,Transport,0.9536286637709488,1.0,8.336052159778774,0.6907909447743601,30.92090552256399
chronos2,Port_Activity,W,short,13,0.7793327843358488,0.7988733094183736,0.31475552505497506,0.09907104055263305,0.21474218187417846,0.8017530553042889,Transport,0.9755398949343401,1.0,3.622349251061678,0.7988733094183736,20.112669058162634
chronos2,SG_PM25,H,long,168,0.9613872771580211,0.7446972197073972,0.32544809687839893,0.10591646376177173,0.12490674689861864,1.5830085407942533,Climate,1.2909773955323274,1.0,0.5450284564867616,0.7446972197073972,25.530278029260277
chronos2,SG_PM25,H,medium,72,0.9262713755962227,0.781504696070821,0.4310729234728224,0.18582386535140577,0.20283745879242823,3.6437017153948545,Climate,1.1852409592075988,1.0,0.9929322004318237,0.781504696070821,21.849530392917906
chronos2,SG_PM25,H,short,24,0.8697938450200406,0.7421402445643399,0.4242571662371492,0.17999414310357606,0.2568254349370439,11.192591100931168,Climate,1.1720073818805468,1.0,2.6252891682088375,0.7421402445643399,25.78597554356601
chronos2,SG_Weather,D,long,14,0.8996563724561905,0.7574084832096842,0.40568440207969053,0.16457983409075602,0.5518559441190071,4.4549368135631084,Climate,1.1878086823687262,1.0,2.067176808603108,0.7574084832096842,24.259151679031575
chronos2,SG_Weather,D,medium,7,0.8880768540756543,0.7524136163544697,0.48357801806545836,0.23384769955611678,0.6201815357152103,8.377048207446933,Climate,1.180304070490495,1.0,3.9589907936751842,0.7524136163544697,24.758638364553033
chronos2,SG_Weather,D,short,3,0.8518474895420072,0.796892469607957,0.5783635126744302,0.3345043527931058,0.6515856757834457,19.113382291048765,Climate,1.0689616504483799,1.0,9.068410464562476,0.796892469607957,20.3107530392043
chronos2,Smart_Manufacturing,H,long,336,0.7110117881725427,0.7094252863876743,0.03993406830335367,0.0015947298112569163,0.0120211297863795,0.8487856183201075,Industry,1.0022363197581337,1.0,1.5732318125665188,0.7094252863876743,29.05747136123257
chronos2,Smart_Manufacturing,H,medium,168,0.7112583049485662,0.7070750895369425,0.05346371811357303,0.0028583691545275972,0.01326920601468509,1.7031265441328287,Industry,1.0059162251273246,1.0,2.0938354451209307,0.7070750895369425,29.292491046305745
chronos2,Smart_Manufacturing,H,short,24,0.7114646381096326,0.7123756057654138,0.12801252843716532,0.016387207436876057,0.03817606606400739,11.733702400699258,Industry,0.9987212256449988,1.0,8.254228632897139,0.7123756057654138,28.76243942345862
chronos2,Supply_Chain_Customer,D,short,30,0.5532599449884539,0.3629352386395159,0.2321899343816818,0.0539121656281697,0.7613944839464535,18.439417503774166,Sales,1.5244040426120686,1.0,1.5101168360561132,0.3629352386395159,63.70647613604841
chronos2,Supply_Chain_Location,D,short,30,0.6049073031111394,0.4240661411641491,0.22729072808535952,0.05166107507357284,0.5773547972858538,36.044389029964805,Sales,1.4264456517338167,1.0,2.1239393455907702,0.4240661411641491,57.59338588358509
chronos2,US_Labor,M,short,12,1.0014782225781211,0.5649756043189549,1.7268386858152174,2.9819718468280274,2.936809552255237,0.22072619944810867,Economics,1.7726043654315742,1.0,0.31104636937379837,0.5649756043189549,43.50243956810451
chronos2,US_Term_Structure,B,short,20,1.4954069056129031,0.8472618220909667,0.9476559958806186,0.8980518865284869,1.0333743744905457,287.6225269138813,Finance,1.7649879489699798,1.0,76.68119631055743,0.8472618220909667,15.273817790903333
chronos2,Uncertainty_1M,M,short,6,0.34831858713813474,0.3595686973057672,0.2715396187557655,0.07373376455402647,0.4634703206443205,0.041295427829027176,Economics,0.9687122092330922,1.0,0.12652770429849625,0.3595686973057672,64.04313026942327
chronos2,Vehicle_Sales,M,short,12,0.8347676511453125,0.641942586515579,0.5915783916252224,0.34996499343788506,0.8704781233070326,0.19706346094608307,Sales,1.3003774304433904,1.0,0.2621117187663913,0.641942586515579,35.8057413484421
chronos2,Vehicle_Supply,M,short,12,0.7093837591871602,0.6377317083452629,0.5874999133302303,0.3451561481630282,0.6181637851735725,0.05086592584848404,Economics,1.1123545370322176,1.0,0.13469098322093487,0.6377317083452629,36.2268291654737
chronos2,WUI_Global,Q,short,4,0.94869897935911,0.7439285984133395,0.6821879409367182,0.46538038675947935,0.6093761678421035,0.22494543343782425,Economics,1.2752554228759418,1.0,0.30773282889276743,0.7439285984133395,25.607140158666052
chronos2,Water_Quality_Darwin,15T,long,288,1.3438600426938248,0.8445418228406545,1.200147101321114,1.4403530648094724,1.5257973604856987,6.404951464384794,Climate,1.591229713377238,1.0,2.003494313918054,0.8445418228406545,15.54581771593455
chronos2,Water_Quality_Darwin,15T,medium,96,0.8597502641011925,0.7893230306953193,0.8508925307516935,0.7240180988890217,0.8662032158339698,18.270266816020012,Climate,1.0892248555624096,1.0,3.5120491245761514,0.7893230306953193,21.06769693046807
chronos2,Water_Quality_Darwin,15T,short,16,0.6094824190185418,0.5606183316544642,0.7654295582788412,0.5858824086869419,1.3381496638898256,108.73378762602806,Climate,1.0871610587899843,1.0,15.32182686496526,0.5606183316544642,43.938166834553584
chronos2,azure2019_D,5T,short,288,0.7178189979991152,0.675893798156481,1.0831060418839273,1.1731186979654677,1.8286138989937584,134.05741056241095,Unclassified,1.0620292713988297,1.0,79.90540184918791,0.675893798156481,32.4106201843519
chronos2,azure2019_I,5T,short,288,0.6743310912887667,0.6838294861819983,0.3625874240395995,0.1314696400716723,0.20206072558210966,66.40189513191581,Unclassified,0.9861099951301255,1.0,39.59057625103742,0.6838294861819983,31.617051381800167
chronos2,azure2019_U,5T,short,48,0.660765043626459,0.5936503411347164,0.9575795187537851,0.9169585347367307,1.2257899723905192,3.7951691672205925,Cloud operations,1.1130542641708217,1.0,5.367972842417657,0.5936503411347164,40.63496588652836
chronos2,current_velocity,10T,long,432,0.9316460162410004,0.6481016112622744,0.721922013376965,0.5211713933982509,0.6433695275713929,9.090097466483712,Climate,1.437499922931037,1.0,3.6895391680300236,0.6481016112622744,35.18983887377256
chronos2,current_velocity,10T,medium,144,0.6789060087742972,0.6504730347224693,0.38404143429122023,0.14748782325245763,0.25305105017876023,25.999050242826343,Climate,1.0437112263446233,1.0,6.091557212173939,0.6504730347224693,34.95269652775307
chronos2,current_velocity,10T,short,18,0.5194505333197549,0.4982241807387488,0.3629520949907532,0.13173422325817674,0.4807344590412708,201.0035624075681,Climate,1.042604019237951,1.0,31.85003567300737,0.4982241807387488,50.177581926125114
chronos2,current_velocity,15T,long,288,0.833118261287429,0.7381883505010921,0.42646301285238947,0.1818707013311373,0.18788879728392668,3.4571023285388947,Climate,1.1285984948447063,1.0,1.2894736649468541,0.7381883505010921,26.18116494989079
chronos2,current_velocity,15T,medium,96,0.7241171488612939,0.7296279655870667,0.4040517233661695,0.16325779515517155,0.20323056826444055,9.782316954806447,Climate,0.9924470867542217,1.0,2.322853246703744,0.7296279655870667,27.037203441293332
chronos2,current_velocity,15T,short,12,0.5007411360495544,0.5050993909342699,0.3704233250664389,0.13721343975327663,0.453088957404636,72.00146936066449,Climate,0.9913714905166404,1.0,12.830142772756517,0.5050993909342699,49.49006090657301
chronos2,current_velocity,20T,long,216,1.0349358208450468,0.781870763603415,0.6976373237924297,0.48669783554826346,0.5739694775146801,17.751671634614468,Climate,1.3236660955006534,1.0,5.862513719126582,0.781870763603415,21.8129236396585
chronos2,current_velocity,20T,medium,72,0.7299695255910452,0.7171298223008168,0.42078301803333507,0.177058348265242,0.3226624593318943,49.32195366732776,Climate,1.0179042941611798,1.0,11.10418189316988,0.7171298223008168,28.28701776991832
chronos2,current_velocity,20T,short,9,0.47270363597055953,0.4653776732920044,0.3362000646057309,0.11303048344089761,0.5877917674840182,365.2686357181519,Climate,1.0157419728083052,1.0,65.24346527643502,0.4653776732920044,53.46223267079956
chronos2,current_velocity,5T,long,864,0.8498127852978865,0.777712771625857,0.3829066712363519,0.14661751887730368,0.29190573790947194,0.9209160786122084,Climate,1.0927077660320532,1.0,0.6923420028761029,0.777712771625857,22.228722837414306
chronos2,current_velocity,5T,medium,288,0.5887550978283445,0.6464918211841407,0.31666406512581113,0.10027613014200397,0.11522061713881367,2.6760226264595985,Climate,0.9106922601897061,1.0,0.8633319521322846,0.6464918211841407,35.350817881585925
chronos2,current_velocity,5T,short,36,0.3706701934773139,0.4071054806710614,0.3024086874595804,0.09145101425102616,0.38424047675878115,20.702121302485466,Climate,0.9105016048084428,1.0,3.565892705693841,0.4071054806710614,59.289451932893854
chronos2,current_velocity,H,long,336,1.3531326104934525,0.6840659980303931,1.210103997262158,1.4643516841898527,1.9703509296939952,3.357229046523571,Climate,1.97807318941371,1.0,2.3988108662888408,0.6840659980303931,31.593400196960687
chronos2,current_velocity,H,medium,168,1.1473694401871861,0.6223341881268303,0.9173871231504666,0.8415991337222893,1.2185305146164476,6.254655158147216,Climate,1.8436548434542293,1.0,3.0981775810942054,0.6223341881268303,37.76658118731697
chronos2,current_velocity,H,short,24,0.6887220749234917,0.6662337824074845,0.4679406221973306,0.21896842590242493,0.3826492950103123,41.62280345708132,Climate,1.0337543563683367,1.0,12.451473160646856,0.6662337824074845,33.37662175925155
seasonal_naive,Smart_Manufacturing,H,medium,168,1.0059162251273246,1.0,0.11519203971926659,0.01326920601468509,0.01326920601468509,2.0938354451209307,Industry,1.0059162251273246,1.0,2.0938354451209307,1.0,0.0
seasonal_naive,WUI_Global,Q,short,4,1.2752554228759418,1.0,0.7806254978170413,0.6093761678421035,0.6093761678421035,0.30773282889276743,Economics,1.2752554228759418,1.0,0.30773282889276743,1.0,0.0
seasonal_naive,SG_Weather,D,short,3,1.0689616504483799,1.0,0.8072085701870649,0.6515856757834457,0.6515856757834457,9.068410464562476,Climate,1.0689616504483799,1.0,9.068410464562476,1.0,0.0
seasonal_naive,azure2019_I,5T,short,288,0.9861099951301255,1.0,0.44951165233184964,0.20206072558210966,0.20206072558210966,39.59057625103742,Unclassified,0.9861099951301255,1.0,39.59057625103742,1.0,0.0
seasonal_naive,current_velocity,20T,short,9,1.0157419728083052,1.0,0.76667579033384,0.5877917674840182,0.5877917674840182,65.24346527643502,Climate,1.0157419728083052,1.0,65.24346527643502,1.0,0.0
seasonal_naive,SG_PM25,H,long,168,1.2909773955323274,1.0,0.353421486186987,0.12490674689861864,0.12490674689861864,0.5450284564867616,Climate,1.2909773955323274,1.0,0.5450284564867616,1.0,0.0
seasonal_naive,Smart_Manufacturing,H,short,24,0.9987212256449988,1.0,0.19538696492859342,0.03817606606400739,0.03817606606400739,8.254228632897139,Industry,0.9987212256449988,1.0,8.254228632897139,1.0,0.0
seasonal_naive,current_velocity,20T,medium,72,1.0179042941611798,1.0,0.5680338540367944,0.3226624593318943,0.3226624593318943,11.10418189316988,Climate,1.0179042941611798,1.0,11.10418189316988,1.0,0.0
seasonal_naive,Port_Activity,D,short,30,0.9536286637709488,1.0,0.6045393642018696,0.36546784286960077,0.36546784286960077,8.336052159778774,Transport,0.9536286637709488,1.0,8.336052159778774,1.0,0.0
seasonal_naive,EWELD_Load,15T,long,672,0.9730884442803625,1.0,0.4877942060807641,0.237943187485963,0.237943187485963,0.3245005141943693,Energy,0.9730884442803625,1.0,0.3245005141943693,1.0,0.0
seasonal_naive,US_Term_Structure,B,short,20,1.7649879489699798,1.0,1.016550232153112,1.0333743744905457,1.0333743744905457,76.68119631055743,Finance,1.7649879489699798,1.0,76.68119631055743,1.0,0.0
seasonal_naive,current_velocity,H,medium,168,1.8436548434542293,1.0,1.1038706965113476,1.2185305146164476,1.2185305146164476,3.0981775810942054,Climate,1.8436548434542293,1.0,3.0981775810942054,1.0,0.0
seasonal_naive,azure2019_U,5T,short,48,1.1130542641708217,1.0,1.1071539966917516,1.2257899723905192,1.2257899723905192,5.367972842417657,Cloud operations,1.1130542641708217,1.0,5.367972842417657,1.0,0.0
seasonal_naive,NE_China_Wind,H,medium,72,1.092497259593467,1.0,0.7653438843122552,0.5857512612541707,0.5857512612541707,0.18750894628465176,Climate,1.092497259593467,1.0,0.18750894628465176,1.0,0.0
seasonal_naive,Coastal_T_S,H,long,336,2.646814492501095,1.0,3.0520109575615497,9.314770885075767,9.314770885075767,1.3289766171947122,Climate,2.646814492501095,1.0,1.3289766171947122,1.0,0.0
seasonal_naive,Oil_Price,B,short,20,1.5496690109476723,1.0,1.1441054122537264,1.308977194348269,1.308977194348269,12.918505388312042,Finance,1.5496690109476723,1.0,12.918505388312042,1.0,0.0
seasonal_naive,current_velocity,5T,medium,288,0.9106922601897061,1.0,0.3394416255246455,0.11522061713881367,0.11522061713881367,0.8633319521322846,Climate,0.9106922601897061,1.0,0.8633319521322846,1.0,0.0
seasonal_naive,Coastal_T_S,15T,medium,96,1.4516859811322,1.0,1.1328980513409392,1.2834579947320974,1.2834579947320974,1.338175474666059,Climate,1.4516859811322,1.0,1.338175474666059,1.0,0.0
seasonal_naive,OpenElectricity_NEM,5T,long,288,1.0224745372877215,1.0,0.4649488547460206,0.21617743752963614,0.21617743752963614,1.473781293258071,Energy,1.0224745372877215,1.0,1.473781293258071,1.0,0.0
