domain,chronos2,seasonal_naive
Climate,27.409387568057316,0.0
Cloud operations,40.63496588652836,0.0
Economics,30.75549985251844,0.0
Energy,37.182473681850986,0.0
Finance,9.204540292173595,0.0
Healthcare,36.47497630755881,0.0
Industry,29.037467276998978,0.0
Sales,52.3685344560252,0.0
Transport,25.531412645368157,0.0
Unclassified,32.01383578307603,0.0
