frequency,horizon_steps,model,mean_loss,tasks,mean_loss_ratio,mean_paired_improvement_percent,relative_tasks
H,168,chronos2__model_config.context_length-1024,1.2826808946644181,8,0.7893084969648402,21.06915030351598,8
H,168,chronos2__model_config.context_length-2048,1.2668017257762005,8,0.7825568498534419,21.744315014655818,8
H,168,chronos2__model_config.context_length-4096,1.2618050830670813,8,0.780016814969579,21.9983185030421,8
H,168,chronos2__model_config.context_length-512,1.3378651730826947,8,0.8212738066592589,17.872619334074113,8
H,168,chronos2__model_config.context_length-8192,1.2598891641781522,8,0.7791204109064921,22.087958909350796,8
H,168,chronos_bolt__model_config.context_length-1024,1.3540094394961213,8,0.8267970791497719,17.320292085022814,8
H,168,chronos_bolt__model_config.context_length-128,1.4710831813809975,8,0.8960265375744775,10.39734624255225,8
H,168,chronos_bolt__model_config.context_length-2048,1.350748977991723,8,0.8282260694431822,17.17739305568177,8
H,168,chronos_bolt__model_config.context_length-256,1.4244285288426997,8,0.8659549941943003,13.404500580569966,8
H,168,chronos_bolt__model_config.context_length-512,1.3696325295879477,8,0.8329256011216981,16.707439887830187,8
H,168,ts_icl__model_config.context_length-1024,1.2615526335560734,8,0.777354580777982,22.2645419222018,8
H,168,ts_icl__model_config.context_length-2048,1.2527195700288418,8,0.7730139020090748,22.698609799092523,8
H,168,ts_icl__model_config.context_length-256,1.344275732092609,8,0.8218279518637047,17.81720481362953,8
H,168,ts_icl__model_config.context_length-4096,1.2492086103447686,8,0.7702088878793841,22.979111212061582,8
H,168,ts_icl__model_config.context_length-512,1.2999177868236365,8,0.7957506726022235,20.424932739777645,8
H,168,seasonal_naive,1.6282521747105798,8,1.0,0.0,8
H,72,chronos2__model_config.context_length-1024,1.059765127166318,4,0.7840673412326068,21.593265876739324,4
H,72,chronos2__model_config.context_length-2048,1.053878808784543,4,0.7801373347571066,21.986266524289356,4
H,72,chronos2__model_config.context_length-4096,1.0564040503761298,4,0.7827893961912259,21.721060380877407,4
H,72,chronos2__model_config.context_length-512,1.0842665337456552,4,0.7993837822915784,20.06162177084215,4
H,72,chronos2__model_config.context_length-8192,1.0518876119639509,4,0.7787522310100302,22.12477689899698,4
H,72,chronos_bolt__model_config.context_length-1024,1.0786418039326284,4,0.7990839497349116,20.091605026508837,4
H,72,chronos_bolt__model_config.context_length-128,1.1757484344766862,4,0.8632121987199237,13.678780128007624,4
H,72,chronos_bolt__model_config.context_length-2048,1.088032744260315,4,0.8068460807035034,19.315391929649664,4
H,72,chronos_bolt__model_config.context_length-256,1.102687383830169,4,0.8171940636993034,18.28059363006966,4
H,72,chronos_bolt__model_config.context_length-512,1.0677900328459247,4,0.790089815595421,20.9910184404579,4
H,72,ts_icl__model_config.context_length-1024,1.046985578294616,4,0.775854573516144,22.4145426483856,4
H,72,ts_icl__model_config.context_length-2048,1.044231664542831,4,0.7740886010498328,22.591139895016724,4
H,72,ts_icl__model_config.context_length-256,1.1182320132547914,4,0.8232771345993699,17.672286540063002,4
H,72,ts_icl__model_config.context_length-4096,1.0403364787495701,4,0.770811903816519,22.9188096183481,4
H,72,ts_icl__model_config.context_length-512,1.0494980097750557,4,0.7770446337150163,22.29553662849837,4
H,72,seasonal_naive,1.3750640069572717,4,1.0,0.0,4
H,24,chronos2__model_config.context_length-1024,0.8730450640195475,8,0.7291790467678636,27.08209532321364,8
H,24,chronos2__model_config.context_length-2048,0.872628737574539,8,0.7291968644567304,27.080313554326956,8
H,24,chronos2__model_config.context_length-4096,0.8712559462360019,8,0.7285512707764219,27.144872922357816,8
H,24,chronos2__model_config.context_length-512,0.8856143052654828,8,0.739028843084236,26.097115691576406,8
H,24,chronos2__model_config.context_length-8192,0.8705207036187864,8,0.7277451647801554,27.225483521984454,8
H,24,chronos_bolt__model_config.context_length-1024,0.9201456077435057,8,0.7708829707614836,22.911702923851635,8
H,24,chronos_bolt__model_config.context_length-128,0.9906211282472374,8,0.8308082498242784,16.91917501757215,8
H,24,chronos_bolt__model_config.context_length-2048,0.9206763922856748,8,0.7714311421118379,22.85688578881621,8
H,24,chronos_bolt__model_config.context_length-256,0.9439700783089278,8,0.792493398984885,20.750660101511492,8
H,24,chronos_bolt__model_config.context_length-512,0.9237122492686852,8,0.7747502502169905,22.524974978300946,8
H,24,ts_icl__model_config.context_length-1024,0.8810960813223271,8,0.7385826051766686,26.141739482333136,8
H,24,ts_icl__model_config.context_length-2048,0.8782501174080624,8,0.7361618699213932,26.383813007860677,8
H,24,ts_icl__model_config.context_length-256,0.9142710958469763,8,0.7656264126996938,23.43735873003062,8
H,24,ts_icl__model_config.context_length-4096,0.8798926067012456,8,0.7370858262977475,26.29141737022524,8
H,24,ts_icl__model_config.context_length-512,0.8883871388546413,8,0.7448734582151995,25.512654178480055,8
H,24,seasonal_naive,1.1826760462097838,8,1.0,0.0,8
M,12,chronos2__model_config.context_length-1024,0.8694946160260584,8,0.6655973909305871,33.44026090694128,8
M,12,chronos2__model_config.context_length-2048,0.8685351960517799,8,0.6650741606716069,33.49258393283932,8
M,12,chronos2__model_config.context_length-4096,0.8685351960517799,8,0.6650741606716069,33.49258393283932,8
M,12,chronos2__model_config.context_length-512,0.865590151435859,8,0.663337063700383,33.6662936299617,8
M,12,chronos2__model_config.context_length-8192,0.8685351960517799,8,0.6650741606716069,33.49258393283932,8
M,12,chronos_bolt__model_config.context_length-1024,0.9515904228405561,8,0.7411906666660957,25.88093333339043,8
M,12,chronos_bolt__model_config.context_length-128,0.9596373935190035,8,0.7478196005015355,25.21803994984645,8
M,12,chronos_bolt__model_config.context_length-2048,0.952060570953458,8,0.7414470671220668,25.855293287793316,8
M,12,chronos_bolt__model_config.context_length-256,0.9479333263461306,8,0.7403025533716849,25.96974466283151,8
M,12,chronos_bolt__model_config.context_length-512,0.9479618588979162,8,0.7391950840951902,26.080491590480975,8
M,12,ts_icl__model_config.context_length-1024,0.9158919621175245,8,0.7114460917463721,28.85539082536279,8
M,12,ts_icl__model_config.context_length-2048,0.9143115410356683,8,0.7105841916878711,28.94158083121289,8
M,12,ts_icl__model_config.context_length-256,0.9146589659667572,8,0.711682944101832,28.831705589816806,8
