domain,chronos2__model_config.context_length-1024,chronos2__model_config.context_length-2048,chronos2__model_config.context_length-4096,chronos2__model_config.context_length-512,chronos2__model_config.context_length-8192,chronos_bolt__model_config.context_length-1024,chronos_bolt__model_config.context_length-128,chronos_bolt__model_config.context_length-2048,chronos_bolt__model_config.context_length-256,chronos_bolt__model_config.context_length-512,seasonal_naive,ts_icl__model_config.context_length-1024,ts_icl__model_config.context_length-2048,ts_icl__model_config.context_length-256,ts_icl__model_config.context_length-4096,ts_icl__model_config.context_length-512
Climate,1.070720473647362,1.0404280777668353,1.0347885575089644,1.1161368907994942,1.0394593210642906,1.1802292891430808,1.3014924406383936,1.167269048051964,1.2583919408092572,1.207079516064719,1.394134037709458,1.0898303780161365,1.086041731093559,1.1987797927587043,1.0813619495025295,1.1243962248784634
Cloud operations,0.6622607274970368,0.6607650521734936,0.6607650521734936,0.6717322210171628,0.6607650521734936,0.772569461187094,0.8848484282665456,0.7729739710685387,0.869780338305278,0.7997451823696359,1.1130542641708217,0.695411503846695,0.6951977394287573,0.7993778447837492,0.6951977394287573,0.7179792546134529
Economics,1.0899290237306314,1.089231263749338,1.089231263749338,1.0886223478250927,1.089231263749338,1.269921364785941,1.2167453391190235,1.2702632906862332,1.265418550230177,1.2688728315098288,1.4634204534099011,1.1091043502172035,1.1079549530667625,1.1114083483839428,1.1079549530667625,1.1114803089360599
Energy,0.6481875393901255,0.6085255973893632,0.6067390726652291,0.6906839102153732,0.611204170856088,0.7314356375447876,1.113380212315327,0.6828042556430926,1.0492381689285193,0.8687194208457619,0.97682714500119,0.664949135538576,0.6370553365915353,1.228125472228528,0.6378228099425765,0.7871281035718144
Finance,2.174255671458489,2.1159883393894146,2.1079123626401306,2.150174874281505,2.105951660476022,2.2562918347756553,2.2174983872233476,2.2252155357275716,2.1888364848899893,2.226514152105164,2.462001292449183,2.18296963268828,2.1522745916673682,2.331690777780009,2.139228071410839,2.250223579377059
Healthcare,2.491153043696347,2.466688194255598,2.466688194255598,2.3735223027113883,2.466688194255598,2.5771478957395537,2.5109025429016594,2.5918883050948867,2.5080440612898847,2.626039387279023,3.1056180707235863,2.695136444903706,2.7058053376806956,2.6820269071957754,2.7058053376806956,2.607213925897257
Industry,0.7115868948291304,0.7112449102497985,0.7112449102497985,0.7125090173675616,0.7112449102497985,0.714509739325568,0.7302980606633845,0.7148023421857621,0.7181826158767889,0.715634505424605,1.0022912568434856,0.7126608459308713,0.7120479562903183,0.7166732625106863,0.7120479562903183,0.7138598957461607
Sales,0.6537535003664952,0.6505512713280388,0.6505512713280388,0.6621314014362181,0.6505512713280388,0.6617645383018347,0.7359975631111592,0.6637809208253372,0.738049434271956,0.6704998937959429,1.4686212064144781,0.6784963626330291,0.6772577335019458,0.7366528335571341,0.6772577335019458,0.7039524831090453
Transport,0.6244788476866142,0.5925697082938898,0.5906679844155673,0.6906112466522007,0.5931928626683382,0.6656971279973521,0.8128194204482573,0.6493323554116637,0.7452448175594594,0.7112642025027621,0.9291833143028868,0.6605053789757742,0.6326895381506106,0.9834003302934557,0.6278199202360067,0.8495618479151688
Unclassified,0.7182092450596185,0.7008609945359966,0.6953428110774085,0.742651576120686,0.6960750459951832,0.806390410191141,0.9650787859609943,0.7973766782604312,0.9372943736109496,0.8205063832130939,1.0240696332644776,0.751427025343931,0.7391081873905747,0.9191109216005182,0.7355799924016022,0.7822707072217139
