model,dataset,frequency,term,horizon_steps,MASE,scaled_MASE,inference_seconds,domain,reference_loss,reference_scaled_MASE,reference_inference_seconds,loss_ratio_to_reference,paired_improvement_percent
chronos2,Australia_Solar,H,long,168,1.2018281745126123,0.9416618511442288,0.2092613074928522,Climate,1.2762842341465261,1.0,0.36489084642380476,0.9416618511442288,5.833814885577116
chronos2,Australia_Solar,H,medium,72,1.1800124167717907,0.8682980074506915,0.4974846187978983,Climate,1.3589947306642882,1.0,0.6641839258372784,0.8682980074506915,13.170199254930848
chronos2,Australia_Solar,H,short,24,1.0801986215576171,0.8743228947714544,1.626800699159503,Climate,1.235468758758717,1.0,1.7007500659674406,0.8743228947714544,12.567710522854558
chronos_bolt,Australia_Solar,H,long,168,1.201433091645914,0.9413522940282448,0.8342192843556404,Climate,1.2762842341465261,1.0,0.36489084642380476,0.9413522940282448,5.864770597175517
chronos_bolt,Australia_Solar,H,medium,72,1.1872985525551225,0.8736594232229001,1.090437576174736,Climate,1.3589947306642882,1.0,0.6641839258372784,0.8736594232229001,12.634057677709986
chronos_bolt,Australia_Solar,H,short,24,1.1027190648704128,0.892551152793472,0.7033515516668558,Climate,1.235468758758717,1.0,1.7007500659674406,0.892551152793472,10.744884720652802
ts_icl,Australia_Solar,H,long,168,1.111845003542755,0.8711578297339584,0.9029304590076208,Climate,1.2762842341465261,1.0,0.36489084642380476,0.8711578297339584,12.884217026604162
ts_icl,Australia_Solar,H,medium,72,1.1419134558402046,0.8402633432449201,2.1380635970272124,Climate,1.3589947306642882,1.0,0.6641839258372784,0.8402633432449201,15.973665675507986
ts_icl,Australia_Solar,H,short,24,1.0643945028329198,0.8615308928590987,6.120434910990298,Climate,1.235468758758717,1.0,1.7007500659674406,0.8615308928590987,13.846910714090132
chronos2,Auto_Production_SF,M,short,12,0.6043605475858413,0.6272780561526403,0.21096145547926426,Economics,0.9634651517903213,1.0,0.024433504790067673,0.6272780561526403,37.27219438473597
chronos_bolt,Auto_Production_SF,M,short,12,1.0324059356330573,1.0715550362300386,0.24986837059259415,Economics,0.9634651517903213,1.0,0.024433504790067673,1.0715550362300386,-7.155503623003856
ts_icl,Auto_Production_SF,M,short,12,0.8833127368059295,0.916808184670248,0.22348758997395635,Economics,0.9634651517903213,1.0,0.024433504790067673,0.916808184670248,8.319181532975195
chronos2,CPHL,15T,long,288,1.1569175338572653,0.7431837188676761,0.04715212062001228,Climate,1.556704626979664,1.0,0.08728386927396059,0.7431837188676761,25.681628113232392
chronos2,CPHL,15T,medium,96,1.065225535608098,0.775940065614347,0.14742574468255043,Climate,1.37281934883039,1.0,0.15893543139100075,0.775940065614347,22.405993438565297
chronos2,CPHL,15T,short,12,0.6512083950143714,0.47578666614966564,1.3354679998010397,Climate,1.3686982871636935,1.0,0.8933454435318708,0.47578666614966564,52.42133338503343
chronos_bolt,CPHL,15T,long,288,1.202757658522571,0.7726306183441974,0.3907641638070345,Climate,1.556704626979664,1.0,0.08728386927396059,0.7726306183441974,22.736938165580256
chronos_bolt,CPHL,15T,medium,96,1.063731294575291,0.7748516186645863,0.38450803235173225,Climate,1.37281934883039,1.0,0.15893543139100075,0.7748516186645863,22.51483813354137
chronos_bolt,CPHL,15T,short,12,0.656110489198097,0.47936824013839624,0.9495211541652679,Climate,1.3686982871636935,1.0,0.8933454435318708,0.47936824013839624,52.063175986160374
ts_icl,CPHL,15T,long,288,1.1912087384583099,0.7652117927917428,0.2783524412661791,Climate,1.556704626979664,1.0,0.08728386927396059,0.7652117927917428,23.478820720825723
ts_icl,CPHL,15T,medium,96,1.0817674350374027,0.7879896476976693,0.7324857842177153,Climate,1.37281934883039,1.0,0.15893543139100075,0.7879896476976693,21.201035230233067
ts_icl,CPHL,15T,short,12,0.6590360706082912,0.4815057319710606,6.105039342772216,Climate,1.3686982871636935,1.0,0.8933454435318708,0.4815057319710606,51.84942680289394
chronos2,CPHL,30T,long,144,1.7964635512898783,0.807887085239443,0.10045627690851688,Climate,2.2236567264315648,1.0,0.13040409795939922,0.807887085239443,19.211291476055703
chronos2,CPHL,30T,medium,48,1.5182478312316134,0.801888244042546,0.2861629482358694,Climate,1.893340926882399,1.0,0.283974077552557,0.801888244042546,19.8111755957454
chronos2,CPHL,30T,short,12,1.369510162917805,0.7148483192029693,1.3375385981053114,Climate,1.9158052500490743,1.0,0.9665918750688434,0.7148483192029693,28.515168079703066
chronos_bolt,CPHL,30T,long,144,1.9159433983126628,0.8616183314352175,0.41750631481409073,Climate,2.2236567264315648,1.0,0.13040409795939922,0.8616183314352175,13.838166856478251
chronos_bolt,CPHL,30T,medium,48,1.5695327782076256,0.8289752552869808,0.10751798376441002,Climate,1.893340926882399,1.0,0.283974077552557,0.8289752552869808,17.10247447130192
chronos_bolt,CPHL,30T,short,12,1.4040590147394727,0.732881912033338,0.6966291572898626,Climate,1.9158052500490743,1.0,0.9665918750688434,0.732881912033338,26.711808796666205
ts_icl,CPHL,30T,long,144,1.8194283328811713,0.8182145702861777,0.4915724261663854,Climate,2.2236567264315648,1.0,0.13040409795939922,0.8182145702861777,18.178542971382228
ts_icl,CPHL,30T,medium,48,1.5527782568287,0.8201260717400357,1.393306595273316,Climate,1.893340926882399,1.0,0.283974077552557,0.8201260717400357,17.98739282599643
ts_icl,CPHL,30T,short,12,1.386630846888305,0.723784866365089,5.626720207743347,Climate,1.9158052500490743,1.0,0.9665918750688434,0.723784866365089,27.6215133634911
chronos2,CPHL,H,long,336,2.139118123635133,0.8474232166084327,0.04405701160430908,Climate,2.524261882033793,1.0,0.07477753702551126,0.8474232166084327,15.257678339156733
chronos2,CPHL,H,medium,168,1.8356686518765377,0.8240486507551307,0.07487187348306179,Climate,2.2276216946589162,1.0,0.1013115681707859,0.8240486507551307,17.59513492448693
chronos2,CPHL,H,short,24,1.242231586401445,0.7985822986378156,0.5722965057939291,Climate,1.5555461077967614,1.0,0.4137184591963887,0.7985822986378156,20.14177013621844
chronos_bolt,CPHL,H,long,336,2.1537965293959545,0.853238146455963,0.371295565739274,Climate,2.524261882033793,1.0,0.07477753702551126,0.853238146455963,14.676185354403703
chronos_bolt,CPHL,H,medium,168,1.9464693816144993,0.8737881240254909,0.3250382300466299,Climate,2.2276216946589162,1.0,0.1013115681707859,0.8737881240254909,12.621187597450911
chronos_bolt,CPHL,H,short,24,1.316102276045098,0.8460708875477784,0.38738686591386795,Climate,1.5555461077967614,1.0,0.4137184591963887,0.8460708875477784,15.392911245222162
ts_icl,CPHL,H,long,336,2.0108007570754864,0.7965895976907863,0.25543982116505504,Climate,2.524261882033793,1.0,0.07477753702551126,0.7965895976907863,20.34104023092137
ts_icl,CPHL,H,medium,168,1.8097602851403476,0.8124181450914852,0.4849316719919443,Climate,2.2276216946589162,1.0,0.1013115681707859,0.8124181450914852,18.758185490851474
ts_icl,CPHL,H,short,24,1.239956715693167,0.7971198728717931,3.0925784301944077,Climate,1.5555461077967614,1.0,0.4137184591963887,0.7971198728717931,20.28801271282069
chronos2,Coastal_T_S,15T,long,288,1.3875581107601154,0.8707587642007973,0.35761615075170994,Climate,1.5935046166703226,1.0,0.7146508358418941,0.8707587642007973,12.924123579920266
chronos2,Coastal_T_S,15T,medium,96,1.249904498327334,0.8610019760282506,1.0552873704582453,Climate,1.4516859811322,1.0,1.338175474666059,0.8610019760282506,13.899802397174943
chronos2,Coastal_T_S,15T,short,12,1.1305421467327808,0.7807741631203355,8.66411024145782,Climate,1.447975868226236,1.0,7.751331891864538,0.7807741631203355,21.922583687966444
chronos_bolt,Coastal_T_S,15T,long,288,1.3758704254220318,0.8634241853010478,2.77722155302763,Climate,1.5935046166703226,1.0,0.7146508358418941,0.8634241853010478,13.65758146989522
chronos_bolt,Coastal_T_S,15T,medium,96,1.2546875781987985,0.8642968207354607,2.3547455724328756,Climate,1.4516859811322,1.0,1.338175474666059,0.8642968207354607,13.570317926453935
chronos_bolt,Coastal_T_S,15T,short,12,1.1376097055054408,0.7856551552195463,2.924101509153843,Climate,1.447975868226236,1.0,7.751331891864538,0.7856551552195463,21.43448447804537
ts_icl,Coastal_T_S,15T,long,288,1.3953221482634197,0.8756310673131206,1.9180980143137276,Climate,1.5935046166703226,1.0,0.7146508358418941,0.8756310673131206,12.436893268687943
ts_icl,Coastal_T_S,15T,medium,96,1.2690630394887432,0.874199417768693,5.459363359957933,Climate,1.4516859811322,1.0,1.338175474666059,0.874199417768693,12.580058223130697
ts_icl,Coastal_T_S,15T,short,12,1.142890894709768,0.7893024461172853,43.194538983982056,Climate,1.447975868226236,1.0,7.751331891864538,0.7893024461172853,21.06975538827147
chronos2,Coastal_T_S,20T,long,216,1.4010791372080962,0.7623737013340763,0.10603905282914639,Climate,1.837785242009726,1.0,0.11135085113346577,0.7623737013340763,23.762629866592366
chronos2,Coastal_T_S,20T,medium,72,0.9893873247652253,0.7712892645100224,0.2047919798642397,Climate,1.2827707713444634,1.0,0.2132205916568637,0.7712892645100224,22.871073548997757
chronos2,Coastal_T_S,20T,short,9,0.4837238683743286,0.3784291897259098,1.7164015769958496,Climate,1.2782414293270614,1.0,1.2665154142305255,0.3784291897259098,62.15708102740902
chronos_bolt,Coastal_T_S,20T,long,216,2.370452159975281,1.289841764853358,0.42335402965545654,Climate,1.837785242009726,1.0,0.11135085113346577,1.289841764853358,-28.9841764853358
chronos_bolt,Coastal_T_S,20T,medium,72,1.7547628129002864,1.3679472997822761,0.47443660348653793,Climate,1.2827707713444634,1.0,0.2132205916568637,1.3679472997822761,-36.794729978227615
chronos_bolt,Coastal_T_S,20T,short,9,0.6111656872978505,0.47813008816308095,0.7530344929546118,Climate,1.2782414293270614,1.0,1.2665154142305255,0.47813008816308095,52.1869911836919
ts_icl,Coastal_T_S,20T,long,216,1.746738194256302,0.9504582768039541,0.38039797777310014,Climate,1.837785242009726,1.0,0.11135085113346577,0.9504582768039541,4.954172319604588
ts_icl,Coastal_T_S,20T,medium,72,1.2496745099830937,0.9741993954799253,1.0893619037233293,Climate,1.2827707713444634,1.0,0.2132205916568637,0.9741993954799253,2.580060452007471
