model,tasks,mean_task_MASE,scaled_MASE,total_inference_seconds,timed_tasks,relative_improvement_percent,relative_scaled_improvement_percent,mean_paired_improvement_percent,paired_percentage_tasks,reference_mean_loss,reference_total_inference_seconds
chronos2,98,1.040928013223042,0.6854886145419167,439.0764037184417,98,26.82763902337615,31.451138545808334,29.64815303796254,98,1.422569942161063,654.5789251364768
chronos_bolt,98,1.153441992435548,0.7595590358327292,942.1381945014,98,18.918433586237292,24.04409641672708,21.793034506466558,98,1.422569942161063,654.5789251364768
ts_icl,98,1.081982008767681,0.7183939833143376,2672.487412323244,98,23.94173553786648,28.160601668566244,26.412548092079334,98,1.422569942161063,654.5789251364768
seasonal_naive,98,1.4225699421610631,1.0,654.5789251364768,98,0.0,0.0,0.0,98,1.4225699421610631,654.5789251364768
